"","Chamber","Channel","Temp.TRT","Leaf.spp.","Beg.Date","Beg.Length.mm","beg.mass.mg","End.Date","End.Length.mm","end.mass.mg","Days.in.expt","igr","igr_norm"
"167","R124","1C",1,"Rhodo","12-Mar-19",8.169,5.33402675686646,"17-Apr-19",8.909,6.76286599410286,36,0.00659278671665849,0.00123598681018456
"168","R125","1C",1,"Rhodo","12-Mar-19",8.639,6.21655026737787,"17-Apr-19",9.532,8.13721182505849,36,0.00747867945011478,0.001203027262461
"169","R126","1C",1,"Rhodo","12-Mar-19",8.265,5.5073493161668,"17-Apr-19",8.985,6.92194127223984,36,0.00635035614973493,0.00115306943234806
"170","R127","1C",1,"Rhodo","12-Mar-19",7.734,4.59209779596739,"17-Apr-19",8.738,6.41347898283365,36,0.00927958085863632,0.00202077161047949
"171","R129","1C",1,"Rhodo","12-Mar-19",7.366,4.01848289461624,"17-Apr-19",6.963,3.44494787441663,36,-0.00427765745680454,-0.00106449562409125
"172","R130","1C",1,"Rhodo","12-Mar-19",7.912,4.88718147449566,"17-Apr-19",6.876,3.32841286620081,36,-0.0106700049475299,-0.00218326350335312
"173","R134","3B",3,"Rhodo","12-Mar-19",9.099,7.16497340248099,"17-Apr-19",9.134,7.2406590581068,36,0.000291885645879163,0.0000407378547669267
"174","R137","3B",3,"Rhodo","12-Mar-19",7.419,4.09811557331912,"17-Apr-19",7.781,4.66888151904833,36,0.00362200799413348,0.000883822803269544
"175","R138","3B",3,"Rhodo","12-Mar-19",7.608,4.39022006821426,"17-Apr-19",7.722,4.57262279012275,36,0.00113076665842615,0.000257564914937417
"176","R140","3B",3,"Rhodo","12-Mar-19",8.034,5.09621020243107,"17-Apr-19",8.87,6.68214459116685,36,0.00752616157422489,0.00147681537363483
"177","R143","4B",4,"Rhodo","12-Mar-19",9.375,7.7756070504463,"17-Apr-19",9.493,8.04641167701568,36,0.000950964038866729,0.000122300938395819
"178","R146","4B",4,"Rhodo","12-Mar-19",8.466,5.88171978740952,"17-Apr-19",9.881,8.97881415902504,36,0.0117505172232021,0.00199780296374461
"179","R147","4B",4,"Rhodo","12-Mar-19",9.036,7.03000836314227,"17-Apr-19",8.846,6.63277526499695,36,-0.00161568296777458,-0.000229826606785487
"180","R153","0B",0,"Rhodo","13-Mar-19",8.15,5.30013945229083,"17-Apr-19",7.899,4.86523471509601,35,-0.00244623348111226,-0.000461541343040502
"181","R154","0B",0,"Rhodo","13-Mar-19",8.842,6.62456962299257,"17-Apr-19",8.815,6.5693500197336,35,-0.000239157461139853,-0.0000361015846689548
"182","R155","0B",0,"Rhodo","13-Mar-19",8.455,5.86082666508955,"17-Apr-19",7.494,4.21250362406747,35,-0.00943524305076156,-0.00160988263088606
"183","R156","0B",0,"Rhodo","13-Mar-19",10.407,10.3482988961246,"17-Apr-19",9.798,8.77388789964632,35,-0.00471548920295634,-0.000455677715756959
"184","R157","0B",0,"Rhodo","13-Mar-19",9.049,7.05772498353446,"17-Apr-19",7.913,4.88887228390518,35,-0.0104903171194197,-0.0014863595767607
"185","R158","0B",0,"Rhodo","13-Mar-19",8.902,6.74833222507434,"17-Apr-19",7.84,4.76641645243462,35,-0.00993430405329125,-0.00147211247489847
"186","R159","0B",0,"Rhodo","13-Mar-19",8.551,6.04476183579068,"17-Apr-19",7.985,5.01158820825697,35,-0.00535540606423508,-0.000885958158438275
"187","R160","0B",0,"Rhodo","13-Mar-19",8.419,5.79277867805557,"17-Apr-19",8.496,5.93894109952145,35,0.000711964716865181,0.000122905561636987
"188","R163","3C",3,"Rhodo","13-Mar-19",8.123,5.25221933203808,"17-Apr-19",8.182,5.35729183462993,35,0.000565939299282103,0.000107752411600544
"189","R165","3C",3,"Rhodo","13-Mar-19",8.581,6.10298298389363,"17-Apr-19",8.13,5.26461654964634,35,-0.00422198150134368,-0.000691789820238055
"190","R173","4A",4,"Rhodo","13-Mar-19",9.061,7.08337101975208,"17-Apr-19",8.208,5.40401495507567,35,-0.00773164970346007,-0.00109152120959078
"191","R185","2D",2,"Rhodo","13-Mar-19",9.749,8.65431371316519,"17-Apr-19",9.22,7.42877923367703,35,-0.00436275282574902,-0.000504113089766121
"192","R186","2D",2,"Rhodo","13-Mar-19",8.702,6.34141740804088,"17-Apr-19",8.84,6.62046921915732,35,0.00123039820185317,0.000194025739465287
"193","R187","2D",2,"Rhodo","13-Mar-19",7.384,4.04541677944431,"17-Apr-19",8.308,5.58612704558021,35,0.00922004656920122,0.00227913391175179
"194","R188","2D",2,"Rhodo","13-Mar-19",8.817,6.57343030430092,"17-Apr-19",8.081,5.17822501763157,35,-0.00681638502034991,-0.00103696011135769
"195","R189","2D",2,"Rhodo","13-Mar-19",8.281,5.53657902312357,"17-Apr-19",8.394,5.74581949155286,35,0.00105987829323918,0.000191431981520103
"196","R190","2D",2,"Rhodo","13-Mar-19",7.968,4.98243939813094,"17-Apr-19",8.228,5.44013120348805,35,0.00251095910795795,0.000503961796083237
"197","R193","1D",1,"Rhodo","13-Mar-19",7.114,3.65329345253574,"17-Apr-19",8.065,5.15021176712734,35,0.00981167877558106,0.0026857078148953
"198","R194","1D",1,"Rhodo","13-Mar-19",8.496,5.93894109952145,"17-Apr-19",8.75,6.43761444042644,35,0.00230363404502931,0.00038788632627034
"199","R196","1D",1,"Rhodo","13-Mar-19",7.866,4.80980490420342,"17-Apr-19",8.012,5.05810541161239,35,0.00143815616468721,0.000299005093414572
"200","R197","1D",1,"Rhodo","13-Mar-19",8.055,5.13275243116223,"17-Apr-19",7.044,3.55574391032474,35,-0.0104879357928073,-0.00204333560472007
"201","R198","1D",1,"Rhodo","13-Mar-19",8.419,5.79277867805557,"17-Apr-19",8.149,5.29835970556043,35,-0.00254899437656415,-0.000440029650402552
"202","R199","1D",1,"Rhodo","13-Mar-19",7.809,4.71500973398276,"17-Apr-19",7.994,5.02706364109174,35,0.00183100182659203,0.000388334686436668
