"","channel","week","mean_temp_C","sd","n","se"
"116","4A","3",13.5223244047619,1.67760919936399,336,0.0915210850314256
"117","4A","3c",14.1945833333333,1.25799477104304,48,0.18157590492521
"118","4A","4",16.6285243055556,1.16483161414114,288,0.068638361108306
"119","4A","5",16.6596607142857,1.93065684076181,336,0.105325965640182
"120","4B","1",13.0347222222222,2.27033462923265,432,0.109231525778167
"121","4B","1b",12.5805833333333,0.646517638380879,48,0.0933167831387604
"122","4B","2",13.6993680555556,1.1757696078243,288,0.0692828885671343
"123","4B","3",13.723,1.66007920149127,336,0.0905647452435188
"124","4B","3c",14.3849791666667,1.15297078794504,48,0.166416998696961
"125","4B","4",16.7357777777778,1.15791873511707,288,0.0682310158053525
"126","4B","5",16.8496607142857,1.84874995388891,336,0.100857578627882
"127","4C","1",12.8358680555556,2.33040173063997,432,0.11212150554208
"128","4C","1b",12.5038958333333,0.710222747186097,48,0.102511823568122
"129","4C","2",13.3085694444444,1.37375219099686,288,0.0809491241603132
"130","4C","3",13.6230505952381,1.65512355325424,336,0.0902943924677601
"131","4C","3c",14.3108333333333,1.19242026957394,48,0.17211104090642
"132","4C","4",16.6407256944444,1.18984996174431,288,0.0701125813786629
"133","4C","5",16.7846607142857,1.77877937967487,336,0.0970403708569842
"134","4D","1",12.9171967592593,2.34842419313342,432,0.112988611673084
"135","4D","1b",12.5564583333333,0.621431804455366,48,0.0896959548963251
"136","4D","2",13.5581701388889,1.22411878090618,288,0.0721318909130474
"137","4D","3",13.7056339285714,1.64374580412446,336,0.089673685365076
"138","4D","3c",14.3827291666667,1.19502500177858,48,0.172487001616299
"139","4D","4",16.7271076388889,1.18092477738293,288,0.0695866598465568
"140","4D","5",16.8976875,1.76487862860142,336,0.0962820227139984
