date_time,temp_C
2/23/19 15:00,10.748
2/23/19 15:30,10.846
2/23/19 16:00,10.748
2/23/19 16:30,10.748
2/23/19 17:00,10.748
2/23/19 17:30,10.651
2/23/19 18:00,10.651
2/23/19 18:30,10.651
2/23/19 19:00,10.651
2/23/19 19:30,10.651
2/23/19 20:00,10.651
2/23/19 20:30,10.651
2/23/19 21:00,10.748
2/23/19 21:30,10.846
2/23/19 22:00,10.846
2/23/19 22:30,10.944
2/23/19 23:00,11.041
2/23/19 23:30,11.139
2/24/19 0:00,11.139
2/24/19 0:30,11.236
2/24/19 1:00,11.236
2/24/19 1:30,11.236
2/24/19 2:00,11.139
2/24/19 2:30,11.139
2/24/19 3:00,11.139
2/24/19 3:30,11.139
2/24/19 4:00,11.236
2/24/19 4:30,11.236
2/24/19 5:00,11.236
2/24/19 5:30,11.236
2/24/19 6:00,11.334
2/24/19 6:30,11.236
2/24/19 7:00,11.139
2/24/19 7:30,11.041
2/24/19 8:00,11.041
2/24/19 8:30,11.041
2/24/19 9:00,11.236
2/24/19 9:30,11.528
2/24/19 10:00,11.625
2/24/19 10:30,12.013
2/24/19 11:00,12.11
2/24/19 11:30,12.304
2/24/19 12:00,11.916
2/24/19 12:30,12.69
2/24/19 13:00,12.883
2/24/19 13:30,12.401
2/24/19 14:00,11.819
2/24/19 14:30,11.625
2/24/19 15:00,11.625
2/24/19 15:30,11.334
2/24/19 16:00,11.139
2/24/19 16:30,10.748
2/24/19 17:00,10.553
2/24/19 17:30,10.357
2/24/19 18:00,10.161
2/24/19 18:30,9.965
2/24/19 19:00,9.768
2/24/19 19:30,9.571
2/24/19 20:00,9.472
2/24/19 20:30,9.275
2/24/19 21:00,9.176
2/24/19 21:30,9.077
2/24/19 22:00,8.978
2/24/19 22:30,8.779
2/24/19 23:00,8.68
2/24/19 23:30,8.581
2/25/19 0:00,8.481
2/25/19 0:30,8.382
2/25/19 1:00,8.282
2/25/19 1:30,8.182
2/25/19 2:00,8.082
2/25/19 2:30,8.082
2/25/19 3:00,7.983
2/25/19 3:30,7.882
2/25/19 4:00,7.882
2/25/19 4:30,7.782
2/25/19 5:00,7.682
2/25/19 5:30,7.682
2/25/19 6:00,7.582
2/25/19 6:30,7.582
2/25/19 7:00,7.481
2/25/19 7:30,7.481
2/25/19 8:00,7.481
2/25/19 8:30,7.481
2/25/19 9:00,7.682
2/25/19 9:30,8.082
2/25/19 10:00,8.481
2/25/19 10:30,8.879
2/25/19 11:00,9.077
2/25/19 11:30,9.275
2/25/19 12:00,9.176
2/25/19 12:30,9.866
2/25/19 13:00,10.161
2/25/19 13:30,9.768
2/25/19 14:00,9.669
2/25/19 14:30,9.768
2/25/19 15:00,9.669
2/25/19 15:30,9.768
2/25/19 16:00,9.571
2/25/19 16:30,9.571
2/25/19 17:00,9.472
2/25/19 17:30,9.373
2/25/19 18:00,9.275
2/25/19 18:30,9.176
2/25/19 19:00,9.077
2/25/19 19:30,8.978
2/25/19 20:00,8.779
2/25/19 20:30,8.68
2/25/19 21:00,8.581
2/25/19 21:30,8.481
2/25/19 22:00,8.481
2/25/19 22:30,8.382
2/25/19 23:00,8.282
2/25/19 23:30,8.282
2/26/19 0:00,8.182
2/26/19 0:30,8.182
2/26/19 1:00,8.082
2/26/19 1:30,8.082
2/26/19 2:00,7.983
2/26/19 2:30,7.983
2/26/19 3:00,7.983
2/26/19 3:30,7.882
2/26/19 4:00,7.882
2/26/19 4:30,7.882
2/26/19 5:00,7.882
2/26/19 5:30,7.882
2/26/19 6:00,7.983
2/26/19 6:30,7.983
2/26/19 7:00,7.983
2/26/19 7:30,7.983
2/26/19 8:00,8.082
2/26/19 8:30,8.082
2/26/19 9:00,8.182
2/26/19 9:30,8.382
2/26/19 10:00,8.68
2/26/19 10:30,8.978
2/26/19 11:00,9.768
2/26/19 11:30,10.259
2/26/19 12:00,10.259
2/26/19 12:30,10.259
2/26/19 13:00,10.259
2/26/19 13:30,10.259
2/26/19 14:00,10.455
2/26/19 14:30,10.651
2/26/19 15:00,10.846
2/26/19 15:30,10.748
2/26/19 16:00,10.846
2/26/19 16:30,10.748
2/26/19 17:00,10.748
2/26/19 17:30,10.651
2/26/19 18:00,10.553
2/26/19 18:30,10.455
2/26/19 19:00,10.357
2/26/19 19:30,10.259
2/26/19 20:00,10.259
2/26/19 20:30,10.161
2/26/19 21:00,10.161
2/26/19 21:30,10.063
2/26/19 22:00,10.063
2/26/19 22:30,10.063
2/26/19 23:00,10.063
2/26/19 23:30,10.161
2/27/19 0:00,10.161
2/27/19 0:30,10.161
2/27/19 1:00,10.259
2/27/19 1:30,10.259
2/27/19 2:00,10.259
2/27/19 2:30,10.259
2/27/19 3:00,10.259
2/27/19 3:30,10.259
2/27/19 4:00,10.259
2/27/19 4:30,10.259
2/27/19 5:00,10.259
2/27/19 5:30,10.259
2/27/19 6:00,10.259
2/27/19 6:30,10.357
2/27/19 7:00,10.357
2/27/19 7:30,10.357
2/27/19 8:00,10.455
2/27/19 8:30,10.553
2/27/19 9:00,10.651
2/27/19 9:30,10.748
2/27/19 10:00,10.846
2/27/19 10:30,10.944
2/27/19 11:00,11.139
2/27/19 11:30,11.139
2/27/19 12:00,11.334
2/27/19 12:30,11.625
2/27/19 13:00,11.625
2/27/19 13:30,12.013
2/27/19 14:00,12.11
2/27/19 14:30,12.013
2/27/19 15:00,12.11
2/27/19 15:30,12.207
2/27/19 16:00,12.207
2/27/19 16:30,12.013
2/27/19 17:00,11.819
2/27/19 17:30,11.722
2/27/19 18:00,11.625
2/27/19 18:30,11.431
2/27/19 19:00,11.334
2/27/19 19:30,11.236
2/27/19 20:00,11.139
2/27/19 20:30,11.041
2/27/19 21:00,10.944
2/27/19 21:30,10.846
2/27/19 22:00,10.846
2/27/19 22:30,10.748
2/27/19 23:00,10.651
2/27/19 23:30,10.553
2/28/19 0:00,10.553
2/28/19 0:30,10.455
2/28/19 1:00,10.357
2/28/19 1:30,10.357
2/28/19 2:00,10.357
2/28/19 2:30,10.259
2/28/19 3:00,10.259
2/28/19 3:30,10.259
2/28/19 4:00,10.259
2/28/19 4:30,10.259
2/28/19 5:00,10.259
2/28/19 5:30,10.259
2/28/19 6:00,10.259
2/28/19 6:30,10.259
2/28/19 7:00,10.259
2/28/19 7:30,10.357
2/28/19 8:00,10.357
2/28/19 8:30,10.455
2/28/19 9:00,10.455
2/28/19 9:30,10.553
2/28/19 10:00,10.651
2/28/19 10:30,10.846
2/28/19 11:00,10.944
2/28/19 11:30,11.139
2/28/19 12:00,11.236
2/28/19 12:30,11.334
2/28/19 13:00,11.431
2/28/19 13:30,11.431
2/28/19 14:00,11.528
2/28/19 14:30,11.625
2/28/19 15:00,11.722
2/28/19 15:30,11.722
