"","trial","date.start","date.end","days","treatment","channel","chamber","species","mean_temp_C","AFDM_beg_mg","AFDM_end_mg","consumption.rate.mg.day","mean_microbe_consumption","consumption.bug.mg.day.mcorr","consumption.bug.mg.day.mcorr.modmasscorr","consumption.bug.mg.day.modmasscorr"
"14","CT1",2019-03-12,2019-03-20,8,3,"3D","A034","A",12.0110925925926,34.0551066,21.7999999999999,1.531888325,0.42280961666666,1.10907870833334,0.137859926277543,0.19041571167414
"15","CT1",2019-03-12,2019-03-20,8,3,"3D","A035","A",12.0110925925926,25.2376405,14.9,1.2922050625,0.42280961666666,0.869395445833338,0.134274368569218,0.199575486230918
"16","CT1",2019-03-12,2019-03-20,8,3,"3D","A036","A",12.0110925925926,25.551802,15.6000000000001,1.24397525,0.42280961666666,0.821165633333336,0.0966237076346579,0.146374246536397
"17","CT1",2019-03-12,2019-03-20,8,0,"0A","A043","A",9.3579212962963,25.9497399,18.2,0.968717487499998,0.695189524999995,0.273527962500003,0.0385643546996049,0.136578229334266
"18","CT1",2019-03-12,2019-03-20,8,0,"0A","A044","A",9.3579212962963,20.4414416,15.9999999999999,0.555180200000009,0.695189524999995,-0.140009324999985,-0.0133655884937552,0.0529986848596094
"19","CT1",2019-03-12,2019-03-20,8,0,"0A","A045","A",9.3579212962963,24.2323237,14.5,1.2165404625,0.695189524999995,0.521350937500008,0.0661235183546567,0.154295177806792
"20","CT1",2019-03-12,2019-03-20,8,0,"0A","A046","A",9.3579212962963,27.9184853,18.4,1.1898106625,0.695189524999995,0.494621137500008,0.0725874928048003,0.174609142948915
"21","CT1",2019-03-12,2019-03-20,8,0,"0D","A053","A",9.33682407407407,34.6624855,27.9,0.8453106875,0.695189524999995,0.150121162500006,0.0169071561524249,0.0952017660459807
"22","CT1",2019-03-12,2019-03-20,8,0,"0D","A054","A",9.33682407407407,35.4793054,22.4,1.634913175,0.695189524999995,0.939723650000007,0.137302565692423,0.238876369251582
"23","CT1",2019-03-12,2019-03-20,8,0,"0D","A055","A",9.33682407407407,20.4414416,14.8999999999999,0.692680200000014,0.695189524999995,-0.0025093249999808,-0.000531620996053309,0.146749957806673
"24","CT1",2019-03-12,2019-03-20,8,2,"2B","A063","A",11.1353611111111,19.5199012,13.9,0.702487649999996,1.29812330833333,-0.595635658333335,-0.076769806043612,0.090541658955468
"25","CT1",2019-03-12,2019-03-20,8,2,"2B","A064","A",11.1353611111111,20.6508826,17.3000000000001,0.418860324999989,1.29812330833333,-0.879262983333342,-0.107313000739852,0.0511214041971984
"26","CT1",2019-03-12,2019-03-20,8,2,"2B","A065","A",11.1353611111111,19.9178391,9.59999999999994,1.28972988750001,1.29812330833333,-0.00839342083331873,-0.00141503147472682,0.217433204047603
"27","CT1",2019-03-12,2019-03-20,8,2,"2B","A066","A",11.1353611111111,22.5358516,17.3000000000001,0.654481449999986,1.29812330833333,-0.643641858333345,-0.0596194889592967,0.0606235425448824
"28","CT1",2019-03-12,2019-03-20,8,3,"3A","A073","A",11.9991203703704,26.180125,16.6000000000001,1.19751562499999,0.42280961666666,0.774706008333332,0.112613400087305,0.174074171025273
"29","CT1",2019-03-12,2019-03-20,8,3,"3A","A074","A",11.9991203703704,19.3732925,6.70000000000004,1.5841615625,0.42280961666666,1.16135194583334,0.14450757265483,0.197117973506035
